id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N2508,7635.2583,7393.6167,8477.99,8829.95,8796.237,8623.737,8636.583984375,8563.7470703125,8840.8603515625,9207.185546875,9301.2900390625,9178.9755859375,8106.130859375,7858.25537109375,9028.8798828125,9341.9404296875,9329.3701171875,9076.9736328125
N2509,6539.3594,6906.693,7685.2295,7803.04,7998.02,7330.763,7451.8369140625,7799.18017578125,7902.70654296875,8135.4296875,8349.8486328125,7973.521484375,6704.49462890625,7329.29052734375,8261.69921875,8210.8486328125,8486.4111328125,7806.388671875
N2510,6134.8926,6085.675,6396.5083,6061.419,6042.5977,6185.386,6166.01806640625,6338.53173828125,5993.552734375,6344.28369140625,6280.5537109375,6086.07275390625,5885.09375,5764.1259765625,5986.2978515625,6060.33056640625,6019.66748046875,5909.3076171875
N2511,5707.757,5505.547,6665.715,6669.0415,6856.4077,6718.5645,6716.96875,7279.54296875,6895.4208984375,6965.0341796875,6880.1611328125,7012.82568359375,5837.78857421875,5590.603515625,6810.01220703125,6855.01708984375,7169.9755859375,6836.701171875
N2512,7056.6484,7257.5503,7861.6514,8017.8174,7719.8276,7473.0684,7510.3759765625,7685.4716796875,7813.55224609375,7998.14453125,7920.1552734375,7934.38427734375,7322.8515625,7367.07763671875,8198.46484375,8029.36376953125,8080.54833984375,7637.59765625
N2513,8260.967,8406.434,8349.479,8363.288,8432.04,8212.665,8430.26171875,8722.326171875,8075.5234375,8372.0849609375,8836.6123046875,8641.80078125,8557.685546875,8432.0634765625,8680.6962890625,8344.580078125,8647.7041015625,8613.3662109375
N2514,5655.1523,5713.348,5775.3687,5675.7812,5807.4204,5807.162,5842.6669921875,5863.771484375,5945.38916015625,5993.892578125,6117.89892578125,6108.3681640625,6110.3115234375,6072.154296875,6117.56640625,6059.21630859375,6123.08837890625,6090.23828125
N2515,24654.812,24983.572,24585.656,25409.514,25378.617,25299.3,26209.123046875,25685.5078125,25413.552734375,25861.6953125,26224.87890625,25977.595703125,26139.568359375,25750.31640625,25866.341796875,25782.41796875,26353.00390625,25870.607421875
N2516,6216.8916,6334.929,6216.281,6174.621,6373.4697,6187.5796,6174.5791015625,6241.8291015625,6244.544921875,6354.0380859375,6298.8125,6230.6806640625,6311.2978515625,6293.75634765625,6175.123046875,6202.00146484375,6189.3564453125,6160.2197265625
N2517,8682.111,8689.523,8723.58,8709.022,8756.209,8726.351,8793.6953125,8773.9150390625,8831.599609375,8812.490234375,8850.4169921875,8847.337890625,8921.3759765625,8913.78125,8957.4189453125,8962.7890625,8983.32421875,8973.2470703125
N2518,6113.82,5982.175,6173.285,6074.503,6223.232,6462.6035,6338.29052734375,6416.09375,6443.2236328125,6554.56298828125,6664.3017578125,6421.75439453125,6608.52392578125,6427.33837890625,6265.1357421875,6279.78125,6195.44091796875,6288.98779296875
N2519,10987.695,10973.568,11016.699,11029.598,11069.759,11064.277,11096.6806640625,11114.17578125,11139.82421875,11126.90625,11152.46875,11120.8564453125,11176.2021484375,11165.072265625,11260.08984375,11210.6259765625,11278.2470703125,11254.9931640625
N2520,7437.4253,7446.374,7482.758,7558.361,7591.2954,7658.53,7678.68310546875,7686.16650390625,7770.505859375,7704.46240234375,7689.99072265625,7773.4873046875,7776.46630859375,7656.037109375,7737.23486328125,7674.896484375,7715.8857421875,7669.568359375
N2521,6431.2344,4370.799,3521.7988,4216.8027,4055.768,4400.7305,3554.33740234375,4590.70947265625,4554.63720703125,5330.45751953125,5775.63134765625,4419.5576171875,5922.1103515625,4601.96142578125,4032.667724609375,4072.925537109375,3658.6796875,5220.30517578125
N2522,3751.4277,3672.9407,3516.4749,3557.164,3510.1174,3378.0095,3389.7158203125,3387.266845703125,3429.795166015625,3431.125732421875,3302.255615234375,3291.689453125,3346.298583984375,3255.456298828125,3266.739501953125,3284.855712890625,3280.44482421875,3436.1044921875
N2523,5587.227,5509.503,5443.5767,5349.9453,5202.2827,5125.173,5234.12158203125,5147.55126953125,5208.8427734375,5276.36962890625,5106.90283203125,5271.0048828125,5182.0986328125,5182.80859375,5250.2333984375,5240.775390625,5222.3515625,5259.86767578125
N2524,4094.1428,4090.3167,4083.6318,4066.5757,4085.9707,4130.621,4133.44287109375,4124.814453125,4169.20556640625,4058.209228515625,4131.14013671875,4189.3515625,4232.9326171875,4262.84033203125,4242.6103515625,4207.28515625,4241.8056640625,4236.39892578125
N2525,11580.436,11695.19,11663.037,11446.028,12031.378,11716.057,12115.88671875,12360.599609375,11818.859375,12216.435546875,11681.0498046875,12092.8193359375,12377.638671875,12156.1494140625,12431.720703125,11872.5556640625,12046.5859375,12069.3447265625
N2526,5026.9517,4957.4478,4806.5845,4814.201,4643.432,4657.334,4527.66796875,4508.07958984375,4430.20654296875,4477.26416015625,4347.61669921875,4210.53271484375,4319.390625,4213.0126953125,4161.0068359375,4227.66943359375,4200.203125,4308.83984375
N2527,6848.592,7079.9253,7016.169,7212.6987,7039.2686,6913.191,6816.40625,6915.6650390625,6892.0185546875,7082.7607421875,6923.91943359375,6755.37548828125,6603.13232421875,6603.40283203125,6659.19091796875,6607.705078125,6795.4833984375,6276.724609375
N2528,6883.376,6935.102,7060.035,7171.1973,6977.408,6886.41,6976.5595703125,6793.64892578125,6951.16259765625,6913.9521484375,6959.24072265625,6833.8525390625,6980.63720703125,7062.2275390625,7030.89990234375,7151.51708984375,7040.314453125,7057.0380859375
N2529,5819.1504,5783.559,5915.6064,5901.3774,5821.4854,5830.7896,5903.46484375,5738.873046875,5832.6787109375,5940.9970703125,5888.3515625,5961.2666015625,6015.40478515625,6065.228515625,6188.93701171875,6156.8623046875,6233.017578125,6194.63330078125
N2530,5724.9087,5743.628,5970.7773,5847.6475,5843.827,5766.973,5835.58984375,5774.1181640625,5871.505859375,5762.68603515625,5757.60009765625,5878.974609375,5881.50439453125,6008.43017578125,6093.77197265625,6118.8271484375,6123.90625,6162.8095703125
N2531,6883.376,6935.102,7060.035,7171.1973,6977.408,6886.41,6976.5595703125,6793.64892578125,6951.16259765625,6913.9521484375,6959.24072265625,6833.8525390625,6980.63720703125,7062.2275390625,7030.89990234375,7151.51708984375,7040.314453125,7057.0380859375
N2532,3853.5356,3033.7195,4022.609,4222.6655,3917.0942,4038.5752,3458.33544921875,3688.36376953125,3353.911376953125,3729.52197265625,3407.364013671875,3870.43603515625,4428.2568359375,3330.122314453125,3802.532958984375,4344.7001953125,4540.93505859375,4429.54150390625
N2533,6012.136,6484.697,5806.935,6201.211,5471.47,4792.197,5229.8876953125,5171.958984375,5701.1162109375,4483.41357421875,5239.83203125,5159.55419921875,5337.45556640625,5603.45068359375,5141.5595703125,6048.42041015625,5059.18505859375,4838.671875
N2534,5020.157,5162.3677,5665.065,5131.199,5552.748,5807.902,5100.31103515625,5816.044921875,5650.2646484375,5583.3388671875,5504.37451171875,5489.87109375,6095.88671875,5880.251953125,5700.3056640625,5743.14111328125,6033.9052734375,5597.0986328125
N2535,4794.5596,4967.815,5572.963,4996.7666,5570.078,5676.664,5137.64208984375,5783.38623046875,5727.96826171875,5560.2822265625,5494.85009765625,5581.34521484375,6080.65185546875,6020.97607421875,5574.25732421875,5792.791015625,6096.0048828125,5556.376953125
N2536,4093.0454,4465.374,3331.2573,3886.642,4120.63,4949.5635,4261.44921875,4465.89453125,3719.948486328125,3852.67724609375,3779.863037109375,3549.382080078125,3797.24560546875,3289.836181640625,3812.457763671875,3526.292236328125,5194.8427734375,4005.485595703125
N2537,4793.567,4531.8994,4892.132,5033.7725,4912.728,4897.8457,4752.1181640625,4836.1953125,4867.8134765625,4849.32080078125,4688.052734375,4632.791015625,4790.3984375,4766.96044921875,4692.91796875,4983.21875,4752.1376953125,4517.73486328125
N2538,3808.4216,3643.8198,3890.649,3999.9277,3879.7246,3865.6592,3761.532958984375,3831.355224609375,3876.87548828125,3824.094482421875,3741.32568359375,3671.39794921875,3782.69091796875,3792.640380859375,3773.360107421875,3934.712158203125,3756.965087890625,3637.664306640625
N2539,9060.457,7482.1284,9230.949,9853.671,9055.82,10006.477,8966.1767578125,8753.14453125,9110.701171875,8968.52734375,8364.5654296875,8584.1767578125,9135.8623046875,8732.771484375,9320.6220703125,9984.1318359375,9066.83984375,8813.7060546875
N2540,5147.7695,2433.565,3162.698,3641.963,4769.2246,3722.1538,4908.73095703125,4403.6357421875,3987.349365234375,4976.296875,4184.68408203125,4424.5478515625,4029.932373046875,3547.30615234375,4419.10693359375,5043.9716796875,4268.033203125,6511.6083984375
N2541,4422.0728,4554.48,4804.192,5043.603,4519.1787,4506.842,4623.07861328125,4608.59716796875,4765.84765625,4767.8369140625,4770.96826171875,4530.4619140625,5051.57275390625,5006.6923828125,4739.48583984375,5130.6494140625,4931.13720703125,4360.79833984375
N2542,10286.761,10255.481,10697.123,10771.541,10724.484,10766.822,10893.390625,10952.75390625,11165.283203125,10728.0498046875,10876.76171875,10903.16015625,11295.7978515625,11212.7060546875,11124.8017578125,11381.306640625,11411.1162109375,11414.357421875
N2543,7449.8477,7454.3184,7383.4785,7292.212,7256.943,7232.1504,7233.19970703125,7262.5849609375,7184.7705078125,7155.8642578125,7205.68994140625,7078.20654296875,7054.9990234375,7065.41259765625,6982.41162109375,7038.9833984375,6971.66357421875,7061.2197265625
N2544,7195.3457,7166.1455,7131.553,7038.214,6998.894,7001.96,7001.0419921875,6997.1572265625,6962.55712890625,6908.703125,6933.9638671875,6841.056640625,6807.41650390625,6856.185546875,6732.1884765625,6770.3359375,6694.23388671875,6803.466796875
N2545,9741.807,9649.478,9609.857,9618.808,9445.432,9186.137,9217.21875,9265.3916015625,9331.453125,9391.1572265625,9358.9501953125,9495.111328125,9424.404296875,9379.0712890625,9427.9384765625,9446.609375,9502.6572265625,9506.1201171875
N2546,5517.8613,5505.578,5517.095,5544.1,5493.0215,5483.557,5477.56005859375,5399.55810546875,5406.86474609375,5369.798828125,5328.1875,5342.94677734375,5217.5263671875,5273.86083984375,5383.59375,5309.9228515625,5258.00634765625,5286.9111328125
N2547,6950.3125,7787.9873,7774.9883,7230.2627,7420.633,6981.691,7722.89599609375,7365.6630859375,7215.458984375,7642.81640625,7371.01708984375,7484.29638671875,7514.89501953125,7856.2998046875,7878.45947265625,7534.1552734375,8152.904296875,7913.0419921875
N2548,3967.4578,3944.1184,4038.2476,3986.469,4101.528,4160.2246,4055.924072265625,4064.6708984375,4122.37109375,3996.485107421875,4078.32177734375,3983.74951171875,4009.62060546875,4060.102783203125,4118.17236328125,4120.79541015625,4068.583740234375,4180.33544921875
N2549,5228.0083,5184.5654,5306.3794,5341.9233,5311.9585,5270.7915,5272.20751953125,5226.4677734375,5198.6142578125,5178.06884765625,5203.1025390625,5202.75244140625,5206.42529296875,5206.4091796875,5178.04296875,5275.63916015625,5322.826171875,5282.7099609375
N2550,6402.1367,6481.5103,6595.7065,6596.9185,6773.796,6839.3613,6918.9892578125,6842.00439453125,6985.12939453125,7052.9453125,7139.96484375,7207.43408203125,7306.65869140625,7334.3017578125,7504.6337890625,7365.26904296875,7569.140625,7411.1142578125
N2551,7828.8745,7824.4478,8063.827,8026.7856,8372.716,8307.727,8419.3154296875,8281.798828125,8380.2216796875,8576.69921875,8430.7998046875,8575.5791015625,8746.095703125,8758.869140625,9113.484375,8944.0068359375,9123.9755859375,9093.21484375
N2552,5430.6235,5478.5225,5529.2173,5563.691,5694.818,5574.578,5729.3359375,5625.7451171875,5855.95458984375,5758.05322265625,5938.0732421875,6013.01708984375,6172.3701171875,6296.7822265625,6576.53466796875,6558.19189453125,6727.9755859375,6697.00927734375
N2553,5324.979,5329.055,5330.046,5327.362,5325.2446,5361.621,5339.4052734375,5313.025390625,5305.375,5309.46044921875,5311.32373046875,5294.0458984375,5306.77099609375,5293.70263671875,5297.740234375,5290.33935546875,5276.30712890625,5231.23974609375
N2554,7282.842,7269.0713,7266.807,7299.46,7305.2354,7306.089,7258.5244140625,7217.75927734375,7219.859375,7241.177734375,7225.7685546875,7243.83935546875,7323.03857421875,7268.08837890625,7345.76025390625,7357.7216796875,7409.94873046875,7348.7529296875
N2555,6534.863,6510.253,6492.2637,6561.869,6605.6167,6510.8105,6475.18310546875,6471.74072265625,6449.97314453125,6448.29443359375,6430.80126953125,6453.45751953125,6517.138671875,6469.82275390625,6501.810546875,6535.59619140625,6522.46142578125,6487.18017578125
N2556,5803.739,5801.9595,5690.449,5612.078,5629.3936,5623.674,5638.8798828125,5573.005859375,5570.68212890625,5563.51416015625,5462.84326171875,5488.89794921875,5481.4384765625,5526.04345703125,5465.40185546875,5493.99365234375,5411.0537109375,5376.87060546875
N2557,9240.934,9261.237,9259.598,9280.349,9247.738,9192.49,9156.7353515625,9119.189453125,9141.798828125,9085.4365234375,9105.9560546875,9113.1845703125,9192.8623046875,9164.1123046875,9120.89453125,9230.4599609375,9180.3212890625,9085.349609375
N2558,7126.66,7251.767,7014.059,6893.1973,7267.258,7334.0293,6830.2734375,6873.0400390625,6700.9921875,6594.265625,6541.84228515625,6465.328125,6461.76611328125,6449.56298828125,6323.533203125,6462.63525390625,6850.0341796875,6678.1083984375
N2559,4108.1475,4070.598,3950.5579,3887.5527,3850.4243,3811.2854,3710.964599609375,3646.857177734375,3591.79931640625,3551.2724609375,3572.575439453125,3633.155517578125,3557.06591796875,3545.59228515625,3558.98828125,3610.957275390625,3659.778076171875,3703.048095703125
N2560,9228.004,9030.667,8590.744,8732.02,8598.388,8511.015,8765.658203125,8334.1572265625,8346.384765625,8317.533203125,8757.0517578125,8965.736328125,9032.5263671875,8813.7978515625,8706.3828125,8767.697265625,8628.330078125,8999.2529296875
N2561,7672.1406,7752.6294,7701.136,7687.8965,7730.924,7636.5205,7712.759765625,7698.25,7677.97509765625,7659.919921875,7681.53515625,7640.6904296875,7691.65478515625,7652.99609375,7682.60205078125,7701.73388671875,7726.88525390625,7730.79443359375
N2562,7416.9873,7441.5615,7479.015,7478.141,7805.1606,7652.183,7540.751953125,7527.95263671875,7604.64013671875,7642.8369140625,7612.662109375,7717.5966796875,7758.74658203125,7747.2529296875,7761.36962890625,7772.9697265625,7959.92236328125,7913.39013671875
N2563,6630.115,6618.323,6569.138,6567.67,6514.778,6487.117,6436.728515625,6440.28466796875,6397.25439453125,6381.52099609375,6358.61767578125,6335.8232421875,6343.3349609375,6325.16064453125,6286.56103515625,6308.2685546875,6313.29833984375,6300.50732421875
N2564,7291.6006,7311.1807,7302.2427,7304.652,7301.6553,7272.4487,7294.57568359375,7280.94873046875,7279.31884765625,7280.6357421875,7289.986328125,7255.7900390625,7292.2314453125,7266.890625,7309.412109375,7313.654296875,7321.97119140625,7311.9462890625
N2565,7684.015,7699.444,7671.8794,7678.463,7646.727,7622.1597,7612.88525390625,7660.185546875,7627.2109375,7605.72021484375,7626.2333984375,7572.78515625,7672.5146484375,7579.14306640625,7649.0224609375,7649.451171875,7638.19189453125,7646.49853515625
N2566,7491.9897,7500.6147,7502.5894,7505.0054,7519.9214,7502.4136,7592.0673828125,7561.5947265625,7631.85888671875,7627.74560546875,7621.33349609375,7634.95947265625,7675.45263671875,7657.59814453125,7704.57666015625,7667.75341796875,7721.2744140625,7762.58349609375
N2567,6671.9683,6674.5747,6654.701,6645.4243,6609.3276,6578.5015,6566.41650390625,6556.232421875,6524.318359375,6512.27001953125,6447.595703125,6432.06494140625,6409.8974609375,6398.0615234375,6381.2001953125,6405.63720703125,6353.74853515625,6330.90625
N2568,11892.695,7729.068,7538.222,10318.602,11224.703,7119.843,7388.3935546875,14120.369140625,7499.83154296875,12487.537109375,8219.87890625,8519.400390625,12996.1015625,8004.76953125,8073.740234375,11247.78515625,12700.2734375,7586.25537109375
N2569,5301.2407,5520.9365,5486.1113,5472.793,6169.1226,5319.1553,5932.6083984375,6085.23779296875,6140.37890625,5880.13916015625,5629.11376953125,5898.2119140625,5406.1640625,5251.07177734375,5111.1552734375,5619.00830078125,5236.5888671875,5239.1689453125
N2570,8073.1187,8089.7617,8153.051,8178.376,8303.713,8303.679,8420.880859375,8421.126953125,8516.30078125,8491.646484375,8627.8779296875,8622.146484375,8764.318359375,8769.85546875,8861.255859375,8845.7763671875,9000.537109375,8959.044921875
N2571,9039.605,9090.7295,9164.555,9197.167,9307.383,9310.071,9405.2197265625,9403.6171875,9531.0400390625,9475.15234375,9626.6826171875,9597.6103515625,9751.4404296875,9751.982421875,9860.2451171875,9841.9912109375,9940.3544921875,9909.4140625
N2572,7147.852,4639.6504,4531.745,6214.3833,6738.575,4285.7856,4454.787109375,8500.806640625,4510.84765625,7512.73681640625,4948.68115234375,5128.54052734375,7829.68310546875,4821.3076171875,4873.90478515625,6769.66845703125,7642.015625,4567.572265625
N2573,10640.109,7173.872,6436.3496,8646.002,11394.526,5077.187,3558.388671875,13248.375,4691.775390625,10282.5703125,7248.24853515625,7500.10791015625,10574.484375,6903.86083984375,7964.65478515625,9403.53515625,12692.115234375,6465.1689453125
N2574,2825.2969,4168.7104,5163.7285,4111.325,3386.391,3686.8281,5427.673828125,4994.70849609375,4652.2919921875,3874.947265625,3562.0751953125,3137.201904296875,2885.699951171875,4223.5546875,5329.4404296875,4682.65673828125,3901.926513671875,4105.51806640625
N2575,6320.4253,7669.4863,6861.703,6368.3926,7135.8003,7383.6274,6345.45849609375,6978.00634765625,6879.4814453125,5985.435546875,7316.89306640625,6322.49853515625,5719.9150390625,6945.64697265625,7116.37744140625,6904.40087890625,6561.48779296875,5484.69482421875
N2576,4696.9243,4434.787,4599.4053,5211.31,5020.8936,4853.213,5184.49267578125,4624.810546875,4773.98193359375,4893.56884765625,5025.7353515625,4733.94189453125,4708.759765625,4721.763671875,4753.2080078125,4658.58203125,4407.0869140625,4947.19189453125
N2577,3469.769,3846.2102,4389.2173,6061.461,3796.5938,4534.424,5194.9560546875,4151.3359375,5486.35693359375,4938.005859375,3672.823974609375,3233.4189453125,3801.745361328125,3813.885986328125,5113.41455078125,4544.99072265625,4132.38134765625,3707.630859375
N2578,5988.6797,6176.364,5953.359,6395.3716,5159.3877,5295.143,6008.7197265625,5483.48291015625,5921.578125,5194.876953125,4861.810546875,5338.6259765625,5481.005859375,5873.85693359375,6094.18310546875,6259.2705078125,5580.0244140625,4923.1884765625
N2579,6012.586,6609.206,4676.9473,6231.961,5816.3994,5416.422,3366.438232421875,2916.453125,5280.0205078125,4737.3203125,5564.234375,3782.05224609375,3904.223876953125,5726.150390625,7011.80029296875,6240.630859375,4704.89208984375,4461.86328125
N2580,6912.3154,6890.642,6999.41,6870.5117,7077.4165,7273.8867,7333.7236328125,7323.48193359375,7284.79541015625,7397.6865234375,7636.0380859375,7972.21875,8364.2978515625,7840.72509765625,7508.75341796875,7513.947265625,7289.5419921875,7217.9912109375
N2581,4920.205,4910.8994,4944.0654,5023.1577,5034.308,5042.846,5074.2509765625,5071.68359375,5097.71435546875,5064.466796875,5100.888671875,5061.64111328125,5113.66162109375,5057.55908203125,5098.37060546875,5115.9208984375,5165.6123046875,5162.84716796875
N2582,6993.751,6985.168,7001.37,7033.286,7060.6924,7058.415,7094.75634765625,7076.09326171875,7098.390625,7101.8837890625,7133.52685546875,7128.708984375,7164.73974609375,7157.31689453125,7186.580078125,7156.498046875,7216.29150390625,7186.7509765625
N2583,6558.4365,6496.5396,6686.551,6906.95,6751.038,6693.901,6716.82666015625,6895.9755859375,6762.68310546875,6666.9072265625,6804.421875,6713.81494140625,6807.4716796875,6701.1689453125,6748.90771484375,6712.6259765625,6797.07763671875,6747.486328125
N2584,5025.7646,4991.959,4957.6523,4986.986,4908.7026,4924.9062,4982.10009765625,4967.537109375,5087.81005859375,5060.97021484375,5155.14794921875,5121.11083984375,5258.33154296875,5172.17919921875,5248.94677734375,5264.54541015625,5198.9970703125,5252.17236328125
N2585,5821.0625,5852.596,5892.3955,5930.743,6018.236,6006.6597,6063.94091796875,6046.2890625,6139.67236328125,6152.970703125,6172.173828125,6190.85107421875,6241.20654296875,6193.3525390625,6298.5654296875,6244.79345703125,6273.2802734375,6254.26513671875
N2586,4577.392,4556.477,4535.654,4442.521,4401.2163,4421.014,4283.7822265625,4298.77490234375,4240.04833984375,4249.22998046875,4164.302734375,4076.089599609375,4026.876708984375,4034.541015625,3941.580322265625,3980.624267578125,3905.13232421875,3929.987060546875
N2587,3814.7896,3743.7234,3750.1985,3655.847,3614.1558,3596.215,3482.434814453125,3410.371337890625,3338.626708984375,3346.4873046875,3286.51025390625,3278.791748046875,3279.77685546875,3241.184326171875,3171.91455078125,3287.202392578125,3227.419921875,3330.20654296875
N2588,9812.992,9880.165,9905.147,9949.76,10046.45,10069.57,10117.3515625,10103.2294921875,10196.98046875,10154.701171875,10201.4580078125,10210.5439453125,10307.953125,10239.83984375,10388.927734375,10299.634765625,10371.1552734375,10355.84375
N2589,7011.6963,7000.101,7022.3135,7050.333,7083.352,7096.768,7118.1171875,7098.38671875,7130.3369140625,7130.0205078125,7171.7373046875,7158.486328125,7205.130859375,7192.9658203125,7229.431640625,7200.14453125,7256.24365234375,7234.8447265625
N2590,8394.046,8388.549,8369.434,8388.078,8384.685,8382.972,8374.5966796875,8368.6806640625,8368.310546875,8361.8486328125,8388.572265625,8355.5087890625,8367.11328125,8354.8955078125,8376.0517578125,8363.5712890625,8363.130859375,8330.4921875
N2591,5039.5444,5030.499,5035.7534,5035.5024,5060.3315,5064.975,5090.85546875,5086.591796875,5090.17919921875,5092.48388671875,5100.7109375,5101.94189453125,5103.333984375,5097.9677734375,5149.35400390625,5118.05615234375,5150.474609375,5139.484375
N2592,5715.828,5730.075,5774.4995,5755.342,5786.6157,5786.7666,5866.33056640625,5857.13720703125,5927.27392578125,5896.56640625,5928.11865234375,5952.689453125,6002.53759765625,6018.9375,6087.1474609375,6072.44140625,6096.69677734375,6085.0302734375
N2593,6479.8047,6574.584,6630.4927,6676.2104,6776.0024,6757.829,6888.810546875,6843.22607421875,6905.9052734375,6854.501953125,6929.5498046875,6940.96728515625,6992.9228515625,6957.8642578125,7034.90087890625,7021.24853515625,7074.0283203125,6982.767578125
N2594,2741.895,2730.1323,2715.7573,2667.8804,2638.8877,2658.7786,2576.38720703125,2572.6630859375,2541.270263671875,2539.942626953125,2479.95166015625,2430.908203125,2405.884521484375,2410.221923828125,2354.3681640625,2378.72412109375,2326.4697265625,2342.331787109375
N2595,3789.0903,3714.6345,3685.1357,3643.2478,3601.8838,3538.2659,3436.91650390625,3401.0107421875,3312.34130859375,3318.51025390625,3255.013427734375,3250.12451171875,3207.993896484375,3136.23681640625,3076.126708984375,3209.3828125,3114.061767578125,3191.680419921875
N2596,8457.784,9384.178,8334.762,8963.858,11074.223,9820.8,10250.673828125,9193.2041015625,9895.8857421875,9379.4404296875,10475.1298828125,10489.03515625,10235.490234375,9028.5205078125,8687.49609375,8616.248046875,8352.5537109375,10798.75
N2597,17551.273,12675.031,13375.522,19376.84,16242.43,16971.008,17396.7578125,15663.4423828125,17427.0078125,15919.0390625,15393.95703125,15307.859375,14983.2392578125,12879.3134765625,12472.5302734375,13686.1630859375,13826.111328125,16026.251953125
N2598,10037.285,11011.155,10489.123,10361.023,8815.0,10006.368,10179.0888671875,9937.453125,11839.75,9870.26171875,12097.015625,10899.4443359375,10773.8837890625,12531.9443359375,11914.3642578125,10429.0693359375,11001.794921875,11666.4931640625
N2599,4609.203,4806.113,2421.5947,2766.0557,5399.179,4882.2114,4524.896484375,6577.74658203125,6015.79736328125,4330.96728515625,5000.30078125,7948.3583984375,6445.35546875,6402.83740234375,5288.15625,5180.99169921875,8861.048828125,5372.1337890625
N2600,10627.477,11276.163,10121.4,11301.334,13393.967,11891.112,12344.248046875,11096.951171875,11645.712890625,11290.75,12684.6650390625,13049.06640625,12670.51953125,10942.71484375,10250.9462890625,10173.1640625,10478.1640625,13072.51171875
N2601,7188.5234,4946.371,6150.878,8332.259,7621.828,5356.02,4803.048828125,5275.83837890625,7613.4072265625,5441.49609375,8697.8583984375,6972.87451171875,8206.2158203125,10436.458984375,6307.2646484375,5763.07080078125,6685.025390625,10322.560546875
N2602,8326.32,3454.4514,3679.1243,4758.0474,1651.6108,2824.7266,3254.396728515625,2688.6259765625,3330.989501953125,4375.84423828125,2608.8076171875,4368.16552734375,6077.1201171875,3649.267333984375,3300.4384765625,3319.20458984375,1125.556396484375,2900.6748046875
N2603,10923.883,11295.041,12281.789,13006.646,13363.368,14240.788,14498.775390625,14689.67578125,14503.560546875,15079.5546875,13212.26171875,13354.5771484375,14184.7998046875,13256.8974609375,12099.6611328125,10904.4833984375,14419.9921875,13452.57421875
N2604,10456.415,9948.072,11043.275,10662.811,9877.477,11077.288,9722.6357421875,9781.74609375,12562.021484375,12281.3291015625,10079.6494140625,12011.32421875,11017.5166015625,9862.6513671875,10591.677734375,11168.189453125,9372.8896484375,7540.29248046875
N2605,1580.1094,1276.0015,1523.4568,1580.7588,1260.631,1673.1656,1617.7425537109375,1354.00048828125,952.1226806640625,2499.05908203125,2864.401123046875,2043.705810546875,1729.1180419921875,1420.9405517578125,1284.3245849609375,1273.1309814453125,1461.06298828125,1033.039794921875
N2606,7064.0386,6694.671,6569.3213,6635.4424,6904.0967,6996.2285,6692.99169921875,6803.53857421875,6804.4853515625,6999.48974609375,7120.00732421875,7035.845703125,6677.49560546875,6567.75390625,6522.08251953125,6450.6201171875,6854.01953125,6861.6044921875
N2607,5461.3086,6334.494,5903.19,5787.1113,5580.3804,5120.3755,6208.78857421875,5537.87109375,5941.8291015625,6116.67578125,6478.1943359375,5834.0419921875,5273.669921875,5108.00048828125,5280.154296875,6065.65625,5687.94091796875,5614.2998046875
N2608,7446.086,7574.787,7966.1685,8096.5957,8581.423,8168.787,7916.4189453125,8403.669921875,7798.96630859375,7842.642578125,8349.6123046875,8021.416015625,8430.802734375,7967.384765625,7816.3720703125,8488.291015625,8458.4482421875,7980.2841796875
N2609,7544.977,7481.256,7588.248,7490.4697,7573.1323,7670.7793,7563.03759765625,7578.51220703125,7590.00146484375,7647.09521484375,7589.4501953125,7557.8486328125,7456.36962890625,7494.09814453125,7489.662109375,7438.70703125,7573.55908203125,7506.07763671875
N2610,2706.7136,3026.2642,2898.412,2849.18,2980.771,2941.8984,2898.6025390625,2511.789306640625,2652.73876953125,2674.303955078125,2623.849853515625,2566.29638671875,2425.581787109375,2658.94873046875,2534.859130859375,2731.01318359375,3160.705078125,2811.676025390625
N2611,3320.806,3269.4148,3220.1885,3205.3489,3166.229,3230.1746,3172.79150390625,3010.958251953125,2997.168701171875,3079.036376953125,3140.707763671875,3050.488525390625,3049.91552734375,3036.7470703125,3010.583740234375,3100.647705078125,3109.61669921875,3149.01904296875
N2612,6375.031,6296.5737,6236.272,6319.376,6182.553,6146.2812,6165.85107421875,6005.8720703125,6012.642578125,6163.64404296875,6272.39306640625,5944.50830078125,5859.8388671875,5774.3046875,5716.0625,5906.1650390625,5852.546875,6041.724609375
N2613,4338.076,4375.3335,4403.3833,4400.247,4499.4844,4365.9224,4375.55810546875,4390.74951171875,4518.54931640625,4428.18359375,4479.38330078125,4505.65771484375,4518.54931640625,4531.9033203125,4606.53125,4687.5,4574.52587890625,4561.2431640625
N2614,6074.9863,5846.2905,5771.1436,5724.6353,5866.162,5855.9473,5954.337890625,5538.14404296875,5636.2294921875,6050.2265625,5354.64404296875,5412.978515625,5918.486328125,5473.201171875,5594.76953125,5753.2041015625,5795.79052734375,6107.3251953125
N2615,8091.0312,7845.92,7806.464,7925.921,7762.0557,7869.876,7719.37939453125,7774.94970703125,7678.11083984375,7752.546875,7990.486328125,7718.8564453125,7559.7138671875,7628.3193359375,7637.6884765625,7539.16064453125,7686.88134765625,7775.85498046875
